run	library	sample	include	project	date
2021_Bothwell_novogene_S4	NSW0067_2	NSW0067_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0069	NSW0069	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0074	NSW0074	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0078	NSW0078	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0079	NSW0079	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0082	NSW0082	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0088	NSW0088	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0091	NSW0091	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0093	NSW0093	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0096	NSW0096	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0097	NSW0097	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0098	NSW0098	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0101	NSW0101	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0105	NSW0105	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0106	NSW0106	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0108	NSW0108	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0113	NSW0113	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0114	NSW0114	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0116	NSW0116	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0118	NSW0118	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0120	NSW0120	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0128_1	NSW0128	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0128_2	NSW0128	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0128_1	NSW0128_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0128_2	NSW0128_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0129	NSW0129	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0131	NSW0131	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0137	NSW0137	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0142	NSW0142	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0148	NSW0148	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0153	NSW0153	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0159	NSW0159	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0165	NSW0165	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0166	NSW0166	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0170	NSW0170	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0172	NSW0172	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0174	NSW0174	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0175	NSW0175	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0180	NSW0180	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0181	NSW0181	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0185	NSW0185	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0186	NSW0186	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0188	NSW0188	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0189	NSW0189	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0190	NSW0190	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0191	NSW0191	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0197	NSW0197	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0198	NSW0198	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0199	NSW0199	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0200	NSW0200	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0201	NSW0201	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0202	NSW0202	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0205	NSW0205	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0206	NSW0206	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0207_1	NSW0207	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0207_2	NSW0207	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0207_1	NSW0207_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0207_2	NSW0207_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0213	NSW0213	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0220	NSW0220	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0221	NSW0221	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0222	NSW0222	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0223	NSW0223	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0224	NSW0224	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0225	NSW0225	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0226	NSW0226	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0228	NSW0228	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0229	NSW0229	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0230	NSW0230	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0231	NSW0231	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0232	NSW0232	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0234	NSW0234	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0235	NSW0235	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0249	NSW0249	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0251	NSW0251	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0252	NSW0252	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0254	NSW0254	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0255	NSW0255	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0256	NSW0256	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0257	NSW0257	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0258	NSW0258	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0259	NSW0259	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0260_1	NSW0260	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0260_2	NSW0260	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0260_1	NSW0260_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0260_2	NSW0260_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0261	NSW0261	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0263	NSW0263	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0264	NSW0264	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0268	NSW0268	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0279	NSW0279	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0287	NSW0287	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0288	NSW0288	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0293	NSW0293	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0294	NSW0294	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0295	NSW0295	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0296	NSW0296	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0297	NSW0297	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0303	NSW0303	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0304	NSW0304	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0305	NSW0305	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0306	NSW0306	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0311	NSW0311	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0319	NSW0319	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0322	NSW0322	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0325	NSW0325	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0334	NSW0334	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0336	NSW0336	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0342	NSW0342	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0344	NSW0344	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0346	NSW0346	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0347	NSW0347	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0349	NSW0349	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0356	NSW0356	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0357	NSW0357	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0358	NSW0358	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0359	NSW0359	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0360	NSW0360	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0361	NSW0361	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0364	NSW0364	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0365	NSW0365	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0367	NSW0367	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0369	NSW0369	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0370	NSW0370	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0374	NSW0374	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0375	NSW0375	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0376	NSW0376	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0377	NSW0377	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0378	NSW0378	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0379	NSW0379	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0380	NSW0380	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0385	NSW0385	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0392	NSW0392	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0394	NSW0394	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0399	NSW0399	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0401	NSW0401	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0402	NSW0402	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0404	NSW0404	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0421	NSW0421	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0424	NSW0424	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0431	NSW0431	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0437	NSW0437	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0438	NSW0438	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0476	NSW0476	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0480	NSW0480	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0481	NSW0481	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0482	NSW0482	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0484	NSW0484	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0486	NSW0486	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0487	NSW0487	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0489	NSW0489	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0490	NSW0490	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0492	NSW0492	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0493	NSW0493	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0494	NSW0494	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0495	NSW0495	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0496	NSW0496	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0497	NSW0497	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0498	NSW0498	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0499	NSW0499	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0500	NSW0500	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0501	NSW0501	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0502	NSW0502	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0503	NSW0503	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0504	NSW0504	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0505	NSW0505	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0506	NSW0506	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0507	NSW0507	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0508	NSW0508	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0509	NSW0509	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0510	NSW0510	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0512	NSW0512	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0513	NSW0513	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0514	NSW0514	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0515	NSW0515	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0516	NSW0516	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0517	NSW0517	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0518	NSW0518	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0519	NSW0519	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0520	NSW0520	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0521	NSW0521	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0523	NSW0523	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0524	NSW0524	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0525	NSW0525	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0526	NSW0526	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0528	NSW0528	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0530	NSW0530	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0531	NSW0531	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0532	NSW0532	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0533	NSW0533	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0538	NSW0538	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0539	NSW0539	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0540	NSW0540	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0544	NSW0544	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0549	NSW0549	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0550	NSW0550	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0551	NSW0551	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0552	NSW0552	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0554	NSW0554	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0555	NSW0555	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0557	NSW0557	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0558	NSW0558	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0559	NSW0559	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0571	NSW0571	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0574_1	NSW0574	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0574_2	NSW0574	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0574_1	NSW0574_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0574_2	NSW0574_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0575	NSW0575	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0577	NSW0577	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0578	NSW0578	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0581	NSW0581	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0582	NSW0582	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0585	NSW0585	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0586	NSW0586	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0588	NSW0588	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0590	NSW0590	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0595	NSW0595	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0597	NSW0597	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0599	NSW0599	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0602	NSW0602	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0603	NSW0603	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0612	NSW0612	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0615	NSW0615	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0619	NSW0619	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0625	NSW0625	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0628_1	NSW0628	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0628_2	NSW0628	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0628_1	NSW0628_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0628_2	NSW0628_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0632	NSW0632	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0634	NSW0634	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0635	NSW0635	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0636	NSW0636	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0638	NSW0638	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0640	NSW0640	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0641	NSW0641	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0643	NSW0643	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0645	NSW0645	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0646	NSW0646	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0647	NSW0647	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0648	NSW0648	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0650	NSW0650	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0655	NSW0655	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0658	NSW0658	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0659	NSW0659	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0661	NSW0661	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0669	NSW0669	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0670	NSW0670	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0673	NSW0673	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0675	NSW0675	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0677	NSW0677	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0678	NSW0678	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0681	NSW0681	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0682	NSW0682	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0685	NSW0685	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0687	NSW0687	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0689	NSW0689	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0690	NSW0690	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0693	NSW0693	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0696	NSW0696	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0698	NSW0698	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0700	NSW0700	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0701	NSW0701	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0703	NSW0703	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0704	NSW0704	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0706_1	NSW0706	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0706_2	NSW0706	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0706_1	NSW0706_1	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0706_2	NSW0706_2	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0713	NSW0713	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0725	NSW0725	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0729	NSW0729	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0731	NSW0731	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0734	NSW0734	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0735	NSW0735	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0740	NSW0740	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0741	NSW0741	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0747	NSW0747	Y	HBDecra	2021-03
2021_Bothwell_novogene_S4	NSW0749	NSW0749	Y	HBDecra	2021-03
BGI_LB1	LBM01A02	LBM01A02	Y	LBEmel	
BGI_LB1	LBM01A03	LBM01A03	Y	LBEmel	
BGI_LB1	LBM01A09	LBM01A09	Y	LBEmel	
BGI_LB1	LBM01A12	LBM01A12	Y	LBEmel	
BGI_LB1	LBM01B01	LBM01B01	Y	LBEmel	
BGI_LB1	LBM01B02	LBM01B02	Y	LBEmel	
BGI_LB1	LBM01B03	LBM01B03	Y	LBEmel	
BGI_LB1	LBM01B05	LBM01B05	Y	LBEmel	
BGI_LB1	LBM01B06	LBM01B06	Y	LBEmel	
BGI_LB1	LBM01B07	LBM01B07	Y	LBEmel	
BGI_LB1	LBM01B08	LBM01B08	Y	LBEmel	
BGI_LB1	LBM01B09	LBM01B09	Y	LBEmel	
BGI_LB1	LBM01B10	LBM01B10	Y	LBEmel	
BGI_LB1	LBM01B12	LBM01B12	Y	LBEmel	
BGI_LB1	LBM01C01	LBM01C01	Y	LBEmel	
BGI_LB1	LBM01C02	LBM01C02	Y	LBEmel	
BGI_LB1	LBM01C03	LBM01C03	Y	LBEmel	
BGI_LB1	LBM01C04	LBM01C04	Y	LBEmel	
BGI_LB1	LBM01C05	LBM01C05	Y	LBEmel	
BGI_LB1	LBM01C06	LBM01C06	Y	LBEmel	
BGI_LB1	LBM01C08	LBM01C08	Y	LBEmel	
BGI_LB1	LBM01C09	LBM01C09	Y	LBEmel	
BGI_LB1	LBM01C10	LBM01C10	Y	LBEmel	
BGI_LB1	LBM01C12	LBM01C12	Y	LBEmel	
BGI_LB1	LBM01D01	LBM01D01	Y	LBEmel	
BGI_LB1	LBM01D03	LBM01D03	Y	LBEmel	
BGI_LB1	LBM01D05	LBM01D05	Y	LBEmel	
BGI_LB1	LBM01D06	LBM01D06	Y	LBEmel	
BGI_LB1	LBM01D09	LBM01D09	Y	LBEmel	
BGI_LB1	LBM01D10	LBM01D10	Y	LBEmel	
BGI_LB1	LBM01D11	LBM01D11	Y	LBEmel	
BGI_LB1	LBM01D12	LBM01D12	Y	LBEmel	
BGI_LB1	LBM01E01	LBM01E01	Y	LBEmel	
BGI_LB1	LBM01E02	LBM01E02	Y	LBEmel	
BGI_LB1	LBM01E03	LBM01E03	Y	LBEmel	
BGI_LB1	LBM01E04	LBM01E04	Y	LBEmel	
BGI_LB1	LBM01E06	LBM01E06	Y	LBEmel	
BGI_LB1	LBM01E08	LBM01E08	Y	LBEmel	
BGI_LB1	LBM01E09	LBM01E09	Y	LBEmel	
BGI_LB1	LBM01E12	LBM01E12	Y	LBEmel	
BGI_LB1	LBM01F01	LBM01F01	Y	LBEmel	
BGI_LB1	LBM01F02	LBM01F02	Y	LBEmel	
BGI_LB1	LBM01F03	LBM01F03	Y	LBEmel	
BGI_LB1	LBM01F05	LBM01F05	Y	LBEmel	
BGI_LB1	LBM01F06	LBM01F06	Y	LBEmel	
BGI_LB1	LBM01F07	LBM01F07	Y	LBEmel	
BGI_LB1	LBM01F09	LBM01F09	Y	LBEmel	
BGI_LB1	LBM01F10	LBM01F10	Y	LBEmel	
BGI_LB1	LBM01F12	LBM01F12	Y	LBEmel	
BGI_LB1	LBM01G01	LBM01G01	Y	LBEmel	
BGI_LB1	LBM01G02	LBM01G02	Y	LBEmel	
BGI_LB1	LBM01G03	LBM01G03	Y	LBEmel	
BGI_LB1	LBM01G05	LBM01G05	Y	LBEmel	
BGI_LB1	LBM01G06	LBM01G06	Y	LBEmel	
BGI_LB1	LBM01G07	LBM01G07	Y	LBEmel	
BGI_LB1	LBM01G08	LBM01G08	Y	LBEmel	
BGI_LB1	LBM01G09	LBM01G09	Y	LBEmel	
BGI_LB1	LBM01G11	LBM01G11	Y	LBEmel	
BGI_LB1	LBM01H05	LBM01H05	Y	LBEmel	
BGI_LB1	LBM01H06	LBM01H06	Y	LBEmel	
BGI_LB1	LBM01H07	LBM01H07	Y	LBEmel	
BGI_LB1	LBM01H08	LBM01H08	Y	LBEmel	
BGI_LB1	LBM01H09	LBM01H09	Y	LBEmel	
BGI_LB1	LBM01H10	LBM01H10	Y	LBEmel	
BGI_LB1	LBM01H11	LBM01H11	Y	LBEmel	
BGI_LB1	LBM01H12	LBM01H12	Y	LBEmel	
BGI_LB1	LBM02A01	LBM02A01	Y	LBEmel	
